id,kind,category,name,harnesses,in_ours,fable_useful,fable_reason,fable_tag,gpt_useful,gpt_reason,gpt_tag,consensus,agree,description
skill:improvecodebasearchitecture,skill,engineering,improve-codebase-architecture,mattpocock_skills,,yes,Language-neutral architecture-improvement scan with HTML report fits Python workflow.,generic-workflow,yes,Architecture scanning and review is useful for Python codebase improvement.,generic-workflow,keep,yes,"Scan a codebase for deepening opportunities, present them as a visual HTML report, then grill through whichever one you pick."
skill:iterativeretrieval,skill,skills,iterative-retrieval,everything-claude-code,,yes,"Progressive context retrieval addresses subagent context limits, directly relevant to orchestration.",agent-orchestration,yes,Progressive context retrieval helps subagents work accurately in large repositories.,agent-orchestration,keep,yes,Pattern for progressively refining context retrieval to solve the subagent context problem
skill:knowledgeops,skill,skills,knowledge-ops,everything-claude-code,,yes,"Cross-store knowledge management and retrieval supports project memory, language-neutral.",generic-workflow,yes,"Knowledge ingestion, sync, and retrieval are useful for project memory workflows.",generic-workflow,keep,yes,"Knowledge base management, ingestion, sync, and retrieval across multiple storage layers (local files, MCP memory, vector stores, Git repos). Use when the user wants to save, organize, sync, deduplicate, or search across their knowledge systems."
skill:loopme,skill,in-progress,loop-me,mattpocock_skills,,yes,Spec-grilling interview sharpens workflow requirements; generic planning aid.,generic-workflow,yes,Spec interrogation improves planning quality for agent-built workflows.,prompt-authoring,keep,yes,"Grill me about specs for the workflows I want to build, within this workspace."
skill:mcpintegration,skill,skills,mcp-integration,claude-plugins-official,,yes,Configuring MCP servers in plugins is language-neutral and directly relevant.,agent-orchestration,yes,MCP integration is generic agent tooling and useful for connecting services.,agent-orchestration,keep,yes,"This skill should be used when the user asks to ""add MCP server"", ""integrate MCP"", ""configure MCP in plugin"", ""use .mcp.json"", ""set up Model Context Protocol"", ""connect external service"", mentions ""${CLAUDE_PLUGIN_ROOT} with MCP"", or discusses MCP server types (SSE, stdio, HTTP, WebSocket). Provides comprehensive guidance for integrating Model Context Protocol servers into Claude Code plugins for "
skill:onboarding,skill,skills,onboarding,compound-engineering-plugin,,yes,Language-neutral onboarding-doc generation aids any Python codebase's contributors.,docs,yes,Codebase onboarding docs are language-neutral and useful for Python repositories.,docs,keep,yes,"Generate or regenerate ONBOARDING.md to help new contributors understand a codebase. Use when the user asks to 'create onboarding docs', 'generate ONBOARDING.md', 'document this project for new developers', 'write onboarding documentation', 'vonboard', 'vonboarding', 'prepare this repo for a new contributor', 'refresh the onboarding doc', or 'update ONBOARDING.md'. Also use when someone needs to o"
skill:opensourcepipeline,skill,skills,opensource-pipeline,everything-claude-code,,yes,"Generic fork/sanitize/package pipeline for safe public release, language-neutral.",generic-workflow,yes,Repository sanitizing and public-release packaging are language-neutral workflow capabilities.,generic-workflow,keep,yes,"Open-source pipeline: fork, sanitize, and package private projects for safe public release. Chains 3 agents (forker, sanitizer, packager). Triggers: '/opensource', 'open source this', 'make this public', 'prepare for open source'."
skill:phaseexecution,skill,skills,phase-execution,ours:.claude; ours:.codex,yes,yes,"Structured phase execution with plan/implement/verify cycle, core generic workflow.",generic-workflow,yes,"Structured phased implementation with planning, verification, and review is broadly useful.",agent-orchestration,keep,yes,"Execute a development phase from a workstream roadmap, following the full cycle (plan, Codex critique, implement, verify, review) with beads as the work-state anchor."
skill:planning,skill,skills,planning,ours:.claude; ours:.codex,yes,yes,"Durable implementation planning before coding, language-neutral core workflow.",generic-workflow,yes,Durable implementation planning is central to reliable multi-step Python work.,generic-workflow,keep,yes,Use when approved requirements or a clear multi-step request need a durable implementation plan before coding.
skill:pluginsettings,skill,skills,plugin-settings,claude-plugins-official,,yes,Generic plugin configuration/state patterns useful for harness plugin authoring.,prompt-authoring,yes,"Plugin configuration patterns help maintain reusable, user-configurable agent harness tools.",agent-orchestration,keep,yes,"This skill should be used when the user asks about ""plugin settings"", ""store plugin configuration"", ""user-configurable plugin"", "".local.md files"", ""plugin state files"", ""read YAML frontmatter"", ""per-project plugin settings"", or wants to make plugin behavior configurable. Documents the .claude/plugin-name.local.md pattern for storing plugin-specific configuration with YAML frontmatter and markdown "
skill:pluginstructure,skill,skills,plugin-structure,claude-plugins-official,,yes,Generic Claude plugin scaffolding knowledge; directly useful for harness/plugin authoring.,prompt-authoring,yes,Useful for authoring and organizing agent harness plugins and reusable components.,agent-orchestration,keep,yes,"This skill should be used when the user asks to ""create a plugin"", ""scaffold a plugin"", ""understand plugin structure"", ""organize plugin components"", ""set up plugin.json"", ""use ${CLAUDE_PLUGIN_ROOT}"", ""add commands/agents/skills/hooks"", ""configure auto-discovery"", or needs guidance on plugin directory layout, manifest configuration, component organization, file naming conventions, or Claude Code pl"
skill:postgrespatterns,skill,skills,postgres-patterns,everything-claude-code,,yes,"PostgreSQL query, schema, indexing patterns; SQL is in scope.",sql,yes,"PostgreSQL schema, indexing, security, and query optimization are directly useful around Python apps.",sql,keep,yes,"PostgreSQL database patterns for query optimization, schema design, indexing, and security. Based on Supabase best practices."
skill:productcapability,skill,skills,product-capability,everything-claude-code,,yes,Generic PRD-to-implementation planning that surfaces constraints and invariants before coding.,generic-workflow,yes,Converts product intent into implementation-ready plans with constraints and interfaces.,generic-workflow,keep,yes,"Translate PRD intent, roadmap asks, or product discussions into an implementation-ready capability plan that exposes constraints, invariants, interfaces, and unresolved decisions before multi-service work starts. Use when the user needs an ECC-native PRD-to-SRS lane instead of vague planning prose."
